 Netflix Genre;DVD or Instant;URL
Dark British Movies from the 1940s;Instant Watch;https://www.netflix.com/browse/genre/55889
Dark British Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/482
Dark British Murder Mysteries;Instant Watch;https://www.netflix.com/browse/genre/70584
Dark British Mysteries;Instant Watch;https://www.netflix.com/browse/genre/24938
Dark British Mysteries based on Books;Instant Watch;https://www.netflix.com/browse/genre/64150
Dark British Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/25035
Dark British Period Pieces based on Books;Instant Watch;https://www.netflix.com/browse/genre/55107
Dark British Period Pieces based on classic literature;Instant Watch;https://www.netflix.com/browse/genre/25214
Dark British Period Pieces set in the Victorian Era;Instant Watch;https://www.netflix.com/browse/genre/71436
Dark British Political Movies;Instant Watch;https://www.netflix.com/browse/genre/2414
Dark British Psychological Movies;Instant Watch;https://www.netflix.com/browse/genre/32308
Dark British Psychological Mysteries;Instant Watch;https://www.netflix.com/browse/genre/63902
Dark British Psychological Thrillers;Instant Watch;https://www.netflix.com/browse/genre/29522
Dark British Revenge Movies;Instant Watch;https://www.netflix.com/browse/genre/26646
Dark British Revenge Thrillers;Instant Watch;https://www.netflix.com/browse/genre/64771
Dark British Road Trip Movies;Instant Watch;https://www.netflix.com/browse/genre/74864
Dark British Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/24863
Dark British Sci-Fi Dramas;Instant Watch;https://www.netflix.com/browse/genre/59364
Dark British Serial-Killer Movies;Instant Watch;https://www.netflix.com/browse/genre/45311
Dark British Serial-Killer Thrillers;Instant Watch;https://www.netflix.com/browse/genre/75236
Dark British Serial-Killer TV Shows;Instant Watch;https://www.netflix.com/browse/genre/88742
Dark British Social Issue Dramas;Instant Watch;https://www.netflix.com/browse/genre/24818
Dark British Supernatural Movies;Instant Watch;https://www.netflix.com/browse/genre/44751
Dark British Supernatural Thrillers;Instant Watch;https://www.netflix.com/browse/genre/64106
Dark British Tearjerkers;Instant Watch;https://www.netflix.com/browse/genre/25024
Dark British Thrillers;Instant Watch;https://www.netflix.com/browse/genre/1556
Dark British Thrillers based on Books;Instant Watch;https://www.netflix.com/browse/genre/53504
Dark British Thrillers Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/64418
Dark British TV Dramas;Instant Watch;https://www.netflix.com/browse/genre/52216
Dark British TV Mysteries;Instant Watch;https://www.netflix.com/browse/genre/52692
Dark British TV Shows;Instant Watch;https://www.netflix.com/browse/genre/52107
Dark British TV Shows Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/65033
Dark British TV Shows from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/62870
Dark British War Movies;Instant Watch;https://www.netflix.com/browse/genre/7699
Dark British WWII Dramas;Instant Watch;https://www.netflix.com/browse/genre/70645
Dark British WWII Movies;Instant Watch;https://www.netflix.com/browse/genre/70353
Dark Business Documentaries;Instant Watch;https://www.netflix.com/browse/genre/52435
Dark Business Movies;Instant Watch;https://www.netflix.com/browse/genre/52506
Dark Business Social & Cultural Documentaries;Instant Watch;https://www.netflix.com/browse/genre/66448
Dark Canadian Dramas;Instant Watch;https://www.netflix.com/browse/genre/56818
Dark Canadian Dramas Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/67819
Dark Canadian Dysfunctional-Family Dramas;Instant Watch;https://www.netflix.com/browse/genre/57554
Dark Canadian Dysfunctional-Family Movies;Instant Watch;https://www.netflix.com/browse/genre/56978
Dark Canadian Independent Dramas;Instant Watch;https://www.netflix.com/browse/genre/58261
Dark Canadian Independent Movies;Instant Watch;https://www.netflix.com/browse/genre/57164
Dark Canadian Movies;Instant Watch;https://www.netflix.com/browse/genre/56183
Dark Canadian Movies Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/57025
Dark Canadian Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/74473
Dark Canadian TV Shows;Instant Watch;https://www.netflix.com/browse/genre/62230
Dark Cantonese-Language Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/64385
Dark Cantonese-Language Movies;Instant Watch;https://www.netflix.com/browse/genre/62481
Dark Cantonese-Language Revenge Movies;Instant Watch;https://www.netflix.com/browse/genre/75090
Dark Cantonese-Language Thrillers;Instant Watch;https://www.netflix.com/browse/genre/74518
Dark Chase Movies;Instant Watch;https://www.netflix.com/browse/genre/27994
Dark Children & Family Movies;Instant Watch;https://www.netflix.com/browse/genre/13946
Dark Chinese Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/25166
Dark Chinese Dramas;Instant Watch;https://www.netflix.com/browse/genre/21167
Dark Chinese Movies;Instant Watch;https://www.netflix.com/browse/genre/14431
Dark Chinese Movies Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/68701
Dark Chinese Revenge Movies;Instant Watch;https://www.netflix.com/browse/genre/73047
Dark Chinese Thrillers;Instant Watch;https://www.netflix.com/browse/genre/74540
Dark Cold War Era Movies;Instant Watch;https://www.netflix.com/browse/genre/83348
Dark Comedies;Instant Watch;https://www.netflix.com/browse/genre/869
Dark Comedies Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/25012
Dark Comic Book and Superhero Movies;Instant Watch;https://www.netflix.com/browse/genre/8882
Dark Coming-of-age Dramas;Instant Watch;https://www.netflix.com/browse/genre/25031
Dark Coming-of-age Movies;Instant Watch;https://www.netflix.com/browse/genre/21726
Dark Conspiracy Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/40243
Dark Conspiracy Action Thrillers;Instant Watch;https://www.netflix.com/browse/genre/44096
Dark Conspiracy Documentaries;Instant Watch;https://www.netflix.com/browse/genre/26823
Dark Conspiracy Dramas;Instant Watch;https://www.netflix.com/browse/genre/27654
Dark Conspiracy Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/26851
Dark Conspiracy Movies;Instant Watch;https://www.netflix.com/browse/genre/28337
Dark Conspiracy Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/54619
Dark Conspiracy Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/27698
Dark Conspiracy Murder Mysteries;Instant Watch;https://www.netflix.com/browse/genre/88023
Dark Conspiracy Mysteries;Instant Watch;https://www.netflix.com/browse/genre/27358
Dark Conspiracy Thrillers;Instant Watch;https://www.netflix.com/browse/genre/27678
Dark Conspiracy Thrillers based on Books;Instant Watch;https://www.netflix.com/browse/genre/90587
Dark Conspiracy TV Dramas;Instant Watch;https://www.netflix.com/browse/genre/37895
Dark Conspiracy TV Shows;Instant Watch;https://www.netflix.com/browse/genre/38004
Dark Courtroom 20th Century Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/25598
Dark Courtroom Dramas;Instant Watch;https://www.netflix.com/browse/genre/4844
Dark Courtroom Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/53846
Dark Courtroom Dramas based on contemporary literature;Instant Watch;https://www.netflix.com/browse/genre/73364
Dark Courtroom Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/16804
Dark Courtroom Dramas from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/25017
Dark Courtroom Movies;Instant Watch;https://www.netflix.com/browse/genre/11172
Dark Courtroom Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/54444
Dark Courtroom Movies based on contemporary literature;Instant Watch;https://www.netflix.com/browse/genre/73375
Dark Courtroom Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/13979
Dark Courtroom Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/25244
Dark Courtroom TV Dramas;Instant Watch;https://www.netflix.com/browse/genre/38071
Dark Courtroom TV Shows;Instant Watch;https://www.netflix.com/browse/genre/37877
Dark Cult Movies;Instant Watch;https://www.netflix.com/browse/genre/6759
Dark Cult Revenge Movies;Instant Watch;https://www.netflix.com/browse/genre/24843
Dark Cult Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/24944
Dark Danish Dramas;Instant Watch;https://www.netflix.com/browse/genre/59202
Dark Danish Independent Dramas;Instant Watch;https://www.netflix.com/browse/genre/78658
Dark Danish Independent Movies;Instant Watch;https://www.netflix.com/browse/genre/78657
Dark Danish Movies;Instant Watch;https://www.netflix.com/browse/genre/63809
Dark Deadly Disaster Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/75979
Dark Deadly Disaster Action Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/76035
Dark Deadly Disaster Action Thrillers;Instant Watch;https://www.netflix.com/browse/genre/75931
Dark Deadly Disaster Dramas;Instant Watch;https://www.netflix.com/browse/genre/75850
Dark Deadly Disaster Movies;Instant Watch;https://www.netflix.com/browse/genre/75821
Dark Deadly Disaster Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/75647
Dark Deadly Disaster Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/75928
Dark Deadly Disaster Sci-Fi Horror Movies;Instant Watch;https://www.netflix.com/browse/genre/88896
Dark Deadly Disaster Sci-Fi Thrillers;Instant Watch;https://www.netflix.com/browse/genre/76008
Dark Deep Sea Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/45106
Dark Deep Sea Movies;Instant Watch;https://www.netflix.com/browse/genre/45015
Dark Demon Movies;Instant Watch;https://www.netflix.com/browse/genre/29123
Dark Documentaries;Instant Watch;https://www.netflix.com/browse/genre/1783
Dark Documentaries from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/23798
Dark Dramas;Instant Watch;https://www.netflix.com/browse/genre/2436
Dark Dramas about Marriage;Instant Watch;https://www.netflix.com/browse/genre/20694
Dark Dramas about Parenthood;Instant Watch;https://www.netflix.com/browse/genre/34985
Dark Dramas about Royalty;Instant Watch;https://www.netflix.com/browse/genre/14493
Dark Dramas based on bestsellers;Instant Watch;https://www.netflix.com/browse/genre/17294
Dark Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/10064
Dark Dramas based on classic literature;Instant Watch;https://www.netflix.com/browse/genre/12901
Dark Dramas based on classic literature from the 1940s;Instant Watch;https://www.netflix.com/browse/genre/25635
Dark Dramas based on classic literature from the 1970s;Instant Watch;https://www.netflix.com/browse/genre/25292
Dark Dramas based on classic literature from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/27466
Dark Dramas based on contemporary literature;Instant Watch;https://www.netflix.com/browse/genre/12919
Dark Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/5529
Dark Dramas based on real life from the 1970s;Instant Watch;https://www.netflix.com/browse/genre/23895
Dark Dramas based on real life from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/14092
Dark Dramas directed by Michael Winterbottom;Instant Watch;https://www.netflix.com/browse/genre/78042
Dark Dramas Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/23283
Dark Dramas for Hopeless Romantics;Instant Watch;https://www.netflix.com/browse/genre/82135
Dark Dramas from the 1940s;Instant Watch;https://www.netflix.com/browse/genre/2727
Dark Dramas from the 1950s;Instant Watch;https://www.netflix.com/browse/genre/2750
Dark Dramas from the 1960s;Instant Watch;https://www.netflix.com/browse/genre/2773
Dark Dramas from the 1970s;Instant Watch;https://www.netflix.com/browse/genre/2803
Dark Dramas from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/2833
Dark Dramas on Blu-ray;Instant Watch;https://www.netflix.com/browse/genre/41
Dark Dramas set in Ancient Times;Instant Watch;https://www.netflix.com/browse/genre/71003
Dark Dramas starring Al Pacino;Instant Watch;https://www.netflix.com/browse/genre/63621
Dark Dramas starring Anthony Hopkins;Instant Watch;https://www.netflix.com/browse/genre/25193
Dark Dramas starring Ed Harris;Instant Watch;https://www.netflix.com/browse/genre/91961
Dark Dramas starring Harvey Keitel;Instant Watch;https://www.netflix.com/browse/genre/78277
Dark Dramas starring Isabelle Huppert;Instant Watch;https://www.netflix.com/browse/genre/26691
Dark Dramas starring Julianne Moore;Instant Watch;https://www.netflix.com/browse/genre/89558
Dark Dramas starring Robert De Niro;Instant Watch;https://www.netflix.com/browse/genre/25050
Dark Dramas starring Willem Dafoe;Instant Watch;https://www.netflix.com/browse/genre/66341
Dark Drug Documentaries;Instant Watch;https://www.netflix.com/browse/genre/25698
Dark Drug Dramas;Instant Watch;https://www.netflix.com/browse/genre/19070
Dark Drug Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/56057
Dark Drug Dramas based on Contemporary Literature;Instant Watch;https://www.netflix.com/browse/genre/88842
Dark Drug Movies;Instant Watch;https://www.netflix.com/browse/genre/20461
Dark Drug Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/53825
Dark Drug Movies based on Contemporary Literature;Instant Watch;https://www.netflix.com/browse/genre/79628
Dark Drug Social Issue Dramas;Instant Watch;https://www.netflix.com/browse/genre/25019
Dark Drug Thrillers;Instant Watch;https://www.netflix.com/browse/genre/26554
Dark Drug TV Shows;Instant Watch;https://www.netflix.com/browse/genre/38038
Dark Dutch Movies;Instant Watch;https://www.netflix.com/browse/genre/90655
Dark Dysfunctional-Family Art House Movies;Instant Watch;https://www.netflix.com/browse/genre/33065
Dark Dysfunctional-Family Documentaries;Instant Watch;https://www.netflix.com/browse/genre/35620
Dark Dysfunctional-Family Dramas;Instant Watch;https://www.netflix.com/browse/genre/26712
Dark Dysfunctional-Family Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/53819
Dark Dysfunctional-Family Dramas based on Real Life;Instant Watch;https://www.netflix.com/browse/genre/75062
Dark Dysfunctional-Family Dramas from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/36003
Dark Dysfunctional-Family Movies;Instant Watch;https://www.netflix.com/browse/genre/27692
Dark Dysfunctional-Family Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/53747
Dark Dysfunctional-Family Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/27688
Dark Dysfunctional-Family Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/34839
Dark Dysfunctional-Family Mysteries;Instant Watch;https://www.netflix.com/browse/genre/66735
Dark Dysfunctional-Family Social Issue Dramas;Instant Watch;https://www.netflix.com/browse/genre/71550
Dark Dysfunctional-Family Thrillers;Instant Watch;https://www.netflix.com/browse/genre/40729
Dark Dysfunctional-Family TV Dramas;Instant Watch;https://www.netflix.com/browse/genre/28115
Dark Dysfunctional-Family TV Shows;Instant Watch;https://www.netflix.com/browse/genre/27797
Dark East Asian 20th Century Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/88686
Dark East Asian Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/85908
Dark East Asian Action Thrillers;Instant Watch;https://www.netflix.com/browse/genre/87276
Dark East Asian Dramas;Instant Watch;https://www.netflix.com/browse/genre/85669
Dark East Asian Dramas based on Real Life;Instant Watch;https://www.netflix.com/browse/genre/87315
Dark East Asian Dramas Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/86122
Dark East Asian Gangster Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/86029
Dark East Asian Gangster Movies;Instant Watch;https://www.netflix.com/browse/genre/87164
Dark East Asian Martial Arts Movies;Instant Watch;https://www.netflix.com/browse/genre/86391
Dark East Asian Military Movies;Instant Watch;https://www.netflix.com/browse/genre/90224
Dark East Asian Movies;Instant Watch;https://www.netflix.com/browse/genre/85562
Dark East Asian Movies based on Real Life;Instant Watch;https://www.netflix.com/browse/genre/86141
Dark East Asian Movies Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/85699
Dark East Asian Mysteries;Instant Watch;https://www.netflix.com/browse/genre/89098
Dark East Asian Revenge Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/87713
Dark East Asian Revenge Dramas;Instant Watch;https://www.netflix.com/browse/genre/87055
Dark East Asian Revenge Movies;Instant Watch;https://www.netflix.com/browse/genre/86607
Dark East Asian Revenge Thrillers;Instant Watch;https://www.netflix.com/browse/genre/85735
Dark East Asian Serial-Killer Movies;Instant Watch;https://www.netflix.com/browse/genre/87594
Dark East Asian Serial-Killer Thrillers;Instant Watch;https://www.netflix.com/browse/genre/86388
Dark East Asian Supernatural Movies;Instant Watch;https://www.netflix.com/browse/genre/86064
Dark East Asian Thrillers;Instant Watch;https://www.netflix.com/browse/genre/85778
Dark Eastern European Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/79163
Dark Eastern European Dramas;Instant Watch;https://www.netflix.com/browse/genre/11728
Dark Eastern European Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/71810
Dark Eastern European Movies;Instant Watch;https://www.netflix.com/browse/genre/6689
Dark Eastern European Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/67836
Dark End-of-the-World Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/20973
Dark End-of-the-World Action Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/25028
Dark End-of-the-World Action Thrillers;Instant Watch;https://www.netflix.com/browse/genre/81262
Dark End-of-the-World Dramas;Instant Watch;https://www.netflix.com/browse/genre/35568
Dark End-of-the-World Movies;Instant Watch;https://www.netflix.com/browse/genre/18984
Dark End-of-the-World Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/18885
Dark End-of-the-World Sci-Fi Dramas;Instant Watch;https://www.netflix.com/browse/genre/44813
Dark End-of-the-World Sci-Fi Thrillers;Instant Watch;https://www.netflix.com/browse/genre/24824
Dark End-of-the-World Thrillers;Instant Watch;https://www.netflix.com/browse/genre/24990
Dark Epics;Instant Watch;https://www.netflix.com/browse/genre/53856
Dark Evil Kid Movies;Instant Watch;https://www.netflix.com/browse/genre/40651
Dark Experimental Movies;Instant Watch;https://www.netflix.com/browse/genre/3686
Dark Family Adventures;Instant Watch;https://www.netflix.com/browse/genre/54803
Dark Family Life Documentaries;Instant Watch;https://www.netflix.com/browse/genre/50614
Dark Family Life Movies;Instant Watch;https://www.netflix.com/browse/genre/49496
Dark Family Life Social & Cultural Documentaries;Instant Watch;https://www.netflix.com/browse/genre/51633
Dark Family Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/55082
Dark Fantasy Movies;Instant Watch;https://www.netflix.com/browse/genre/6289
Dark Father-Daughter Dramas;Instant Watch;https://www.netflix.com/browse/genre/19573
Dark Father-Daughter Movies;Instant Watch;https://www.netflix.com/browse/genre/19177
Dark Father-Daughter Mysteries;Instant Watch;https://www.netflix.com/browse/genre/80123
Dark Father-Daughter Thrillers;Instant Watch;https://www.netflix.com/browse/genre/22711
Dark Father-Son Comedies;Instant Watch;https://www.netflix.com/browse/genre/26978
Dark Father-Son Dramas;Instant Watch;https://www.netflix.com/browse/genre/19548
Dark Father-Son Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/52948
Dark Father-Son Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/25063
Dark Father-Son Movies;Instant Watch;https://www.netflix.com/browse/genre/19627
Dark Father-Son Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/54657
Dark Father-Son Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/25170
Dark Father-Son Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/24986
Dark Father-Son Thrillers;Instant Watch;https://www.netflix.com/browse/genre/24631
Dark Fight-the-System Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/27639
Dark Fight-the-System Action Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/28014
Dark Fight-the-System Comedies;Instant Watch;https://www.netflix.com/browse/genre/27997
Dark Fight-the-System Documentaries;Instant Watch;https://www.netflix.com/browse/genre/26745
Dark Fight-the-System Dramas;Instant Watch;https://www.netflix.com/browse/genre/28198
Dark Fight-the-System Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/54133
Dark Fight-the-System Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/27382
Dark Fight-the-System Dramas from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/26854
Dark Fight-the-System Movies;Instant Watch;https://www.netflix.com/browse/genre/27127
Dark Fight-the-System Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/54290
Dark Fight-the-System Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/28002
Dark Fight-the-System Movies from the 1960s;Instant Watch;https://www.netflix.com/browse/genre/28284
Dark Fight-the-System Movies from the 1970s;Instant Watch;https://www.netflix.com/browse/genre/27260
Dark Fight-the-System Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/27806
Dark Fight-the-System Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/27341
Dark Fight-the-System Social & Cultural Documentaries;Instant Watch;https://www.netflix.com/browse/genre/28383
Dark Fight-the-System Thrillers;Instant Watch;https://www.netflix.com/browse/genre/27352
Dark First-Love Dramas;Instant Watch;https://www.netflix.com/browse/genre/25010
Dark First-Love Movies;Instant Watch;https://www.netflix.com/browse/genre/23981
Dark Forbidden-Love 20th Century Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/25097
Dark Forbidden-Love Dramas;Instant Watch;https://www.netflix.com/browse/genre/20825
Dark Forbidden-Love Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/52935
Dark Forbidden-Love Movies;Instant Watch;https://www.netflix.com/browse/genre/19112
Dark Forbidden-Love Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/53161
Dark Foreign 20th Century Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/61341
Dark Foreign 20th Century Period Pieces based on Books;Instant Watch;https://www.netflix.com/browse/genre/91111
Dark Foreign Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/2454
Dark Foreign Action & Adventure based on Real Life;Instant Watch;https://www.netflix.com/browse/genre/85241
Dark Foreign Action Sci-Fi & Fantasy;Instant Watch;https://www.netflix.com/browse/genre/59366
Dark Foreign Action Thrillers;Instant Watch;https://www.netflix.com/browse/genre/44126
Dark Foreign Assassination Movies;Instant Watch;https://www.netflix.com/browse/genre/76704
Dark Foreign Biographical Dramas;Instant Watch;https://www.netflix.com/browse/genre/25094
Dark Foreign Biographical Movies;Instant Watch;https://www.netflix.com/browse/genre/25052
Dark Foreign Comedies;Instant Watch;https://www.netflix.com/browse/genre/23084
Dark Foreign Coming-of-age Dramas;Instant Watch;https://www.netflix.com/browse/genre/63674
Dark Foreign Coming-of-age Movies;Instant Watch;https://www.netflix.com/browse/genre/47535
Dark Foreign Conspiracy Movies;Instant Watch;https://www.netflix.com/browse/genre/26951
Dark Foreign Deadly Disaster Movies;Instant Watch;https://www.netflix.com/browse/genre/91916
Dark Foreign Documentaries;Instant Watch;https://www.netflix.com/browse/genre/10265
Dark Foreign Dramas;Instant Watch;https://www.netflix.com/browse/genre/10707
Dark Foreign Dramas based on Books;Instant Watch;https://www.netflix.com/browse/genre/54419
Dark Foreign Dramas based on Classic Literature;Instant Watch;https://www.netflix.com/browse/genre/88561
Dark Foreign Dramas based on contemporary literature;Instant Watch;https://www.netflix.com/browse/genre/66780
Dark Foreign Dramas based on real life;Instant Watch;https://www.netflix.com/browse/genre/24080
Dark Foreign Dramas Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/23441
Dark Foreign Dramas for Hopeless Romantics;Instant Watch;https://www.netflix.com/browse/genre/82139
Dark Foreign Dramas from the 1940s;Instant Watch;https://www.netflix.com/browse/genre/14234
Dark Foreign Dramas set in Ancient Times;Instant Watch;https://www.netflix.com/browse/genre/81023
Dark Foreign Drug Movies;Instant Watch;https://www.netflix.com/browse/genre/18840
Dark Foreign Dysfunctional-Family Dramas;Instant Watch;https://www.netflix.com/browse/genre/26780
Dark Foreign Dysfunctional-Family Movies;Instant Watch;https://www.netflix.com/browse/genre/27587
Dark Foreign Dysfunctional-Family Thrillers;Instant Watch;https://www.netflix.com/browse/genre/83763
Dark Foreign End-of-the-World Movies;Instant Watch;https://www.netflix.com/browse/genre/35012
Dark Foreign Father-Daughter Dramas;Instant Watch;https://www.netflix.com/browse/genre/25068
Dark Foreign Father-Daughter Movies;Instant Watch;https://www.netflix.com/browse/genre/19323
Dark Foreign Father-Son Dramas;Instant Watch;https://www.netflix.com/browse/genre/20182
Dark Foreign Father-Son Movies;Instant Watch;https://www.netflix.com/browse/genre/19463
Dark Foreign Fight-the-System Dramas;Instant Watch;https://www.netflix.com/browse/genre/26797
Dark Foreign Fight-the-System Movies;Instant Watch;https://www.netflix.com/browse/genre/28305
Dark Foreign Forbidden-Love Dramas;Instant Watch;https://www.netflix.com/browse/genre/24899
Dark Foreign Forbidden-Love Movies;Instant Watch;https://www.netflix.com/browse/genre/24069
Dark Foreign Gangster Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/76868
Dark Foreign Gangster Dramas;Instant Watch;https://www.netflix.com/browse/genre/76910
Dark Foreign Gangster Movies;Instant Watch;https://www.netflix.com/browse/genre/76950
Dark Foreign Gay & Lesbian Dramas;Instant Watch;https://www.netflix.com/browse/genre/52
Dark Foreign Gay & Lesbian Movies;Instant Watch;https://www.netflix.com/browse/genre/7759
Dark Foreign Ghost-story Movies;Instant Watch;https://www.netflix.com/browse/genre/45870
Dark Foreign Immigrant-Life Dramas;Instant Watch;https://www.netflix.com/browse/genre/24437
Dark Foreign Immigrant-Life Movies;Instant Watch;https://www.netflix.com/browse/genre/24293
Dark Foreign Mad-Scientist Movies;Instant Watch;https://www.netflix.com/browse/genre/89234
Dark Foreign Military Action & Adventure;Instant Watch;https://www.netflix.com/browse/genre/92666
Dark Foreign Military Dramas;Instant Watch;https://www.netflix.com/browse/genre/7217
Dark Foreign Military Movies;Instant Watch;https://www.netflix.com/browse/genre/11622
Dark Foreign Mind Game Movies;Instant Watch;https://www.netflix.com/browse/genre/81837
Dark Foreign Mind Game Thrillers;Instant Watch;https://www.netflix.com/browse/genre/81801
Dark Foreign Mother-Daughter Dramas;Instant Watch;https://www.netflix.com/browse/genre/20873
Dark Foreign Mother-Daughter Movies;Instant Watch;https://www.netflix.com/browse/genre/21086
Dark Foreign Mother-Son Movies;Instant Watch;https://www.netflix.com/browse/genre/23612
Dark Foreign Movies;Instant Watch;https://www.netflix.com/browse/genre/2382
Dark Foreign Movies based on Books;Instant Watch;https://www.netflix.com/browse/genre/53522
Dark Foreign Movies based on classic literature;Instant Watch;https://www.netflix.com/browse/genre/60503
Dark Foreign Movies based on contemporary literature;Instant Watch;https://www.netflix.com/browse/genre/66764
Dark Foreign Movies based on real life;Instant Watch;https://www.netflix.com/browse/genre/21965
Dark Foreign Movies Featuring a Strong Female Lead;Instant Watch;https://www.netflix.com/browse/genre/23428
Dark Foreign Movies for Hopeless Romantics;Instant Watch;https://www.netflix.com/browse/genre/81730
Dark Foreign Movies from the 1920s;Instant Watch;https://www.netflix.com/browse/genre/45057
Dark Foreign Movies from the 1940s;Instant Watch;https://www.netflix.com/browse/genre/2135
Dark Foreign Movies from the 1950s;Instant Watch;https://www.netflix.com/browse/genre/2154
Dark Foreign Movies from the 1960s;Instant Watch;https://www.netflix.com/browse/genre/2178
Dark Foreign Movies from the 1970s;Instant Watch;https://www.netflix.com/browse/genre/2204
Dark Foreign Movies from the 1980s;Instant Watch;https://www.netflix.com/browse/genre/2220
Dark Foreign Movies set in Ancient Times;Instant Watch;https://www.netflix.com/browse/genre/73362
Dark Foreign Murder Mysteries;Instant Watch;https://www.netflix.com/browse/genre/88968
Dark Foreign Musicals;Instant Watch;https://www.netflix.com/browse/genre/84934
Dark Foreign Mysteries;Instant Watch;https://www.netflix.com/browse/genre/54352
Dark Foreign Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/67408
Dark Foreign Political 20th Century Period Pieces;Instant Watch;https://www.netflix.com/browse/genre/83935
Dark Foreign Political Documentaries;Instant Watch;https://www.netflix.com/browse/genre/91219
